Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1576.09,-1.444544,0.967103,1.099894,0.995359,0.60863,-1.508101,0.897248,0.444192,0.90619,-0.656877,-0.49922,-0.164688,0.897757,-0.444336,1.132843,-1.570248,0.79257,0.3553,0.728254,-0.387595,-0.53541,1.213248,0.007759,-0.661675,-0.234481,-0.056626,-0.913897,1.183992,29.23,0
165757.23,1.141852,-0.635171,1.054198,-0.64902,-0.788628,-1.904382,2.077249,0.307605,-1.038667,-2.025774,0.688436,-1.525431,-0.489689,-0.167611,0.479818,-2.097812,1.038368,-2.734234,0.708053,0.790324,1.416558,1.160702,0.181538,-1.232652,1.377107,-0.243583,-0.260379,-0.894869,14.13,0
21028.73,-0.080916,0.768272,0.107663,-0.616784,0.55925,-0.884348,-0.576158,-0.138357,-0.7326,-0.565847,1.088693,0.080085,2.550031,1.914621,1.49768,0.006001,-0.277831,0.225298,-0.459273,0.882126,0.48789,-0.135184,1.568328,-0.015856,0.815667,-0.677387,1.067143,0.701823,13.57,0
33850.94,0.965598,1.556293,-0.238207,-1.531407,-1.868932,-0.392656,0.397638,0.162245,-0.808425,-0.376662,1.276816,-0.392167,0.478144,-0.547294,-0.445329,0.625837,1.375018,0.865518,1.593245,-0.288042,0.133047,0.958034,0.749964,-0.627755,-0.378521,0.47666,-0.014076,0.288966,40.74,0
95898.75,1.868515,-0.050708,-1.607958,0.765849,-0.001764,1.109819,-1.690048,1.329031,-1.012949,0.722191,-1.332337,-1.008335,-1.427784,-2.180265,-0.131861,0.195178,-2.900896,-0.190116,-0.17113,0.434706,-0.096601,-0.436156,-0.452128,-1.343875,-2.16877,-0.183889,0.249541,0.673713,27.81,0
159854.53,-1.666942,-1.541801,0.987725,1.444443,1.569575,0.230017,-1.039371,-0.278485,-1.353783,-1.708187,0.285122,0.504588,1.985772,-0.187858,-1.302749,-0.121191,-0.209615,-0.447724,0.318855,-0.992759,0.29532,0.806625,1.606153,0.377645,1.190822,-0.469021,-0.439361,1.293503,8.2,0
8904.25,1.417029,0.575355,-1.286429,0.723427,0.771194,0.256582,-1.60235,-0.102456,0.287509,-1.411984,-0.686958,-0.682284,-0.558896,-0.58465,0.433624,-0.865696,-3.20123,0.494458,1.668481,-1.424713,1.164297,-0.843519,1.162678,0.80508,0.845728,1.292435,0.883248,-0.377795,79.49,0
86622.8,0.946017,-0.311331,0.307561,-0.743388,0.444274,0.518031,0.32339,0.167264,-0.122984,-0.72979,0.135199,2.446141,0.146741,0.337578,-1.425102,-2.163177,-1.29807,1.143122,-0.343224,0.503827,1.720223,1.49851,-0.782611,-0.992931,-0.943064,1.516585,-0.907002,-0.606265,141.7,0
144817.48,1.36807,-2.736059,-0.109305,-0.733927,-0.490191,-0.639164,-0.549509,-0.097238,-1.411607,-1.533161,1.657804,0.659292,2.64597,0.09496,0.703755,-1.432756,-1.509718,0.117885,-0.906025,-0.316152,-0.929649,-0.800424,-0.25217,0.383454,-0.050715,0.924454,-1.290372,1.393567,20.68,0
136836.16,-0.281399,-0.546682,1.062145,0.582763,1.027414,1.624436,1.300264,-1.148436,0.43901,0.464914,0.442244,0.217422,0.176143,-1.347879,0.214119,-1.462211,-1.617305,0.423829,0.471235,-0.312149,-1.195594,1.167922,1.859399,-0.614221,-0.891865,-1.183186,1.044006,0.008524,110.36,0
49960.41,0.162052,0.904307,-0.595859,0.099999,-1.252217,-1.575927,-1.721151,-0.512855,-1.84655,-1.242798,0.256716,1.506137,0.004847,-0.696723,-2.490147,2.436002,-0.216265,-0.513929,-0.91688,-1.711185,-0.447912,0.314876,0.539559,0.070699,0.829337,-0.215679,-0.722038,1.00013,17.52,0
114317.92,1.275284,1.487833,0.171318,0.740569,0.248267,0.924861,0.625574,1.041108,0.130224,-1.303667,0.945416,-0.475538,0.238503,-0.943004,0.090403,0.87251,0.747525,-0.388099,0.80173,-0.644682,0.352783,1.282989,-0.183634,-0.187888,-0.624883,-0.16144,-0.258766,0.602281,17.66,0
170443.12,-0.465422,1.093375,0.407583,-0.9592,-0.952866,1.415408,0.230745,-1.637735,0.49314,-1.177701,-1.436152,2.187778,-0.118182,-0.003224,-0.486373,-0.74485,1.943064,1.69402,0.067397,-2.120893,0.173915,-0.958169,-1.015613,-1.050171,0.579561,0.777779,-1.600263,-0.372933,10.88,0
106904.6,-2.350247,-0.651523,-0.12257,-1.35066,0.389964,0.453614,1.848836,0.440162,-1.264204,-0.898252,0.305359,-0.068989,0.268959,-0.473059,0.239498,2.215666,0.196016,-1.202938,-0.022504,2.250941,-0.672421,0.799418,-0.010562,0.247481,-0.621145,-0.440948,1.095468,0.824379,16.58,0
103935.1,1.122962,-1.011504,1.631021,-0.195775,0.73712,1.312054,1.582144,-0.631258,-0.188229,-0.158715,-0.47647,0.202763,0.596656,0.127746,0.171808,0.622053,1.536526,-0.649901,-2.349924,0.32515,-1.610742,-0.46919,0.246019,0.649863,0.081267,-0.118342,0.849983,-0.107146,7.07,0
85703.46,0.856785,-1.975442,0.272078,0.045532,-0.471021,0.237344,0.290891,-0.441262,0.444032,-0.3187,-1.903696,-1.19899,-3.970408,-0.806489,0.753345,0.737731,0.422708,1.177886,-1.158233,-0.175673,1.051651,-0.689619,1.272555,0.335965,-0.321523,0.165809,-0.252892,-0.385014,7.27,0
89493.29,-0.538285,0.434456,0.355497,0.504773,-0.533332,-1.052431,0.074498,1.277138,1.792163,1.244432,0.271919,1.08428,-2.088712,1.307954,1.453639,0.463021,-0.532287,-0.540542,-1.123578,-0.159877,1.542102,-1.525328,3.337849,-1.286109,-0.053714,-0.408469,0.872063,-1.029946,4.2,0
123876.51,1.515035,-0.474861,0.74304,-2.050377,-0.746444,-1.663934,-0.147456,0.483255,0.643139,1.218207,-1.322974,1.689764,0.313681,0.173361,-1.486626,1.371666,0.030915,2.640331,0.300172,0.577889,0.240014,1.767851,-0.831168,-1.44872,0.935952,-0.238009,1.59883,0.012137,19.43,0
126668.66,0.766897,0.465772,0.219607,0.597645,1.386682,1.243484,0.479802,-0.251522,0.85027,-1.267941,-0.997661,-0.859155,-0.340985,0.621201,-0.218007,0.19994,0.802749,1.462562,1.18283,-0.340059,1.363908,-0.058611,-0.305953,0.609165,-0.692066,-2.145518,0.013194,-0.17179,104.14,0
108249.68,-1.073735,1.376226,0.901028,-0.115977,0.783047,1.603631,-1.019538,-0.939615,0.37735,-1.399782,-1.695392,-1.461464,-0.197889,-2.072081,-0.284025,-3.409091,0.380194,0.490783,-0.128605,1.249206,0.826838,-0.834839,-1.056138,0.833082,0.691587,-0.266782,-1.572543,1.038975,39.37,0
133094.35,0.354034,0.56419,-0.639393,-1.128878,0.408497,-0.171246,0.709432,0.37093,1.435206,-0.708752,1.091471,2.208305,0.018343,0.22961,-0.686368,0.670954,1.122381,-0.58147,0.790083,0.239186,0.47954,0.762294,0.523025,0.003687,0.89483,0.965788,-0.599859,0.104579,22.73,0
59803.82,-0.326704,-0.101877,-0.811027,-2.696274,0.968463,0.338083,0.916906,-1.207373,-0.128727,1.747325,-0.55294,-0.204956,0.06079,-0.430703,0.1098,-0.17915,1.332179,0.686636,0.468345,1.361617,-0.104383,1.80134,-1.931908,-0.797438,0.111,0.552131,0.421562,1.782244,7.22,0
66302.53,-1.152275,-1.968514,-0.305581,0.413426,0.543509,0.824722,-0.041414,-2.03628,-2.732283,1.89124,-0.622934,1.053066,0.241639,-2.361205,0.885805,0.404732,-0.509128,0.449334,0.20715,1.088905,-0.73777,-1.534463,-2.172371,-0.086678,-0.052406,0.599582,0.572944,-1.342614,16.2,0
19746.7,1.478381,-0.156554,-0.215719,0.171954,0.722012,0.463423,1.002749,-1.511884,-0.826384,-1.685513,3.78028,0.378164,0.050792,1.249763,2.947016,-0.805024,-1.378241,-1.470254,-1.882553,-0.471562,-0.31129,-1.030563,0.917542,1.474788,-1.925172,0.869073,-0.638546,-1.518337,85.16,1
167673.91,1.367339,-0.752365,-0.843179,2.72404,0.310619,-0.797038,-0.753405,-0.47777,0.724829,0.659724,-0.505567,-2.533412,-0.644609,0.125246,0.116447,-1.0148,-0.481073,-1.851152,-0.522823,-0.674364,-0.141706,0.132251,-1.159607,-0.351375,-0.263447,-1.494023,-1.091295,-0.327621,11.5,0
33366.26,-1.501163,-0.053328,0.895699,-0.390324,0.024408,0.757664,-0.276906,-0.048795,0.815899,-0.860742,-0.816635,-1.652586,2.12515,0.226636,1.026431,-1.138078,1.257374,-0.408834,1.607256,-0.080756,-1.273418,0.854241,0.065262,-1.137046,-1.586817,0.523155,0.040086,0.211788,18.35,0
129678.49,1.312278,-0.010593,-0.03716,-0.854256,-0.102495,0.931769,0.761312,0.372399,1.996817,-0.734023,-0.103787,1.046924,-1.127236,0.665436,-0.800697,1.807268,-0.517938,-0.436772,0.091612,-1.063748,-2.129677,1.002784,0.765563,0.681912,-0.554552,-1.719336,-0.680083,1.171283,4.4,0
99138.65,0.120455,0.936725,-0.559924,0.749903,-1.233069,-0.282833,-0.229112,-0.392204,0.221739,0.569642,0.347339,1.766718,-0.932086,-0.535048,0.344047,0.930159,-0.385507,0.886448,-0.585439,-0.209253,0.517039,-0.576288,-0.247524,-0.740636,1.118489,-0.118966,0.977884,-1.457137,3.53,0
96471.35,-1.047146,2.10955,-1.056188,0.465444,-1.144226,1.90872,-1.118957,0.215867,-1.846659,-0.139317,1.600049,1.157412,0.343382,-1.179901,1.243308,0.770176,-0.565114,1.252104,0.409369,0.092624,0.039486,1.015436,0.78756,1.532108,-1.321043,1.33357,-0.998334,0.834764,10.22,0
13109.71,-0.058921,2.017439,-0.465529,0.477038,-0.433029,0.82008,-0.46193,0.688436,0.046692,-1.525217,1.479373,1.326916,0.26641,1.88664,0.391464,1.43067,-0.189959,-0.673265,-1.289221,-0.045604,0.523218,0.307493,-0.715385,-1.112474,1.311839,-0.299274,1.468976,1.026146,9.18,0
71342.05,-0.396575,-0.069836,-0.445874,-0.780286,0.133619,0.659756,-1.191403,-0.351964,1.043809,-1.754924,-0.578326,-0.264598,-0.275177,-1.225879,-2.755579,-0.082443,-0.084664,0.191892,-1.485339,0.788657,1.411204,1.417991,0.349492,0.511123,1.513017,1.112653,-0.827804,-0.538759,191.89,0
45288.19,0.506365,2.279753,-1.072584,0.098638,1.165295,-1.368128,0.186907,-0.771508,-0.347523,-0.516713,0.437529,1.808836,1.017523,0.883356,-0.153739,2.553649,0.443468,0.95991,1.431415,1.658547,-0.25792,-1.1701,0.551856,-1.508904,1.350838,0.817513,1.474007,0.950857,6.16,0
172604.21,-1.449726,0.973248,-0.626465,-1.754547,0.583421,0.248674,2.200099,-0.979182,-1.105242,-0.69582,1.129748,-2.108784,-0.359989,0.389919,1.386867,-1.053102,0.23812,-0.725899,-1.352602,-0.134837,-0.335758,0.492235,2.295158,0.42778,-0.160317,0.626553,-0.77534,0.771711,17.31,0
91125.67,-0.909791,0.946249,-0.103413,0.880401,-2.144418,-1.039847,-0.655443,1.602197,1.154515,-0.149556,0.776547,-1.766482,0.767762,-0.105236,0.317684,0.182101,0.479581,0.090353,0.011464,-0.138424,-0.340834,-0.450002,-0.79967,0.508359,1.46919,-0.51244,-0.850662,-1.12735,72.33,0
65772.01,0.349505,-0.758955,-0.958911,0.157636,0.231368,-0.007068,-0.861687,-0.075769,-0.295771,-1.271265,1.115953,-0.102441,-0.944469,1.147496,2.001234,-0.020338,-0.198005,0.000448,-0.419551,1.467018,0.166883,-0.775719,-0.763731,0.085578,0.8864,0.437943,-1.852938,-0.201149,12.59,0
82556.7,1.68316,0.118874,-0.451283,0.078743,0.005329,-0.257582,-0.157148,1.469639,0.260319,-0.103074,-0.562328,-0.377589,-1.060422,-0.57184,-0.817527,1.043184,0.271068,-0.242432,0.644626,-0.732732,0.402489,-0.324606,0.246467,-0.221946,0.462148,-0.129684,-0.985285,-1.975696,14.6,0
12659.66,-0.206329,-1.754755,0.83266,-0.904899,-0.675949,0.548287,-0.976938,-0.52814,0.190572,-0.089207,-0.409555,-2.3317,-0.323774,1.716462,0.803189,-0.159398,0.49224,0.620879,-0.638006,1.404126,0.258154,-0.328882,1.48074,-1.778976,-1.348555,0.694346,0.749667,1.891872,8.87,0
155938.56,-0.574559,-1.180782,0.097204,0.697542,1.173563,-0.167861,-0.240076,-0.058222,1.788774,-0.7268,0.037918,-0.746232,1.110571,-0.420372,-1.607343,-0.432739,0.29331,0.699453,1.052614,-1.04488,-0.686891,0.1589,-0.14888,-1.674059,-0.019435,-0.806508,0.604088,1.745974,24.26,0
17737.43,-0.17546,-1.320364,0.545225,1.411568,-0.193845,-0.417837,1.132585,-0.674374,0.523745,0.325616,-0.811164,-1.16067,-1.55606,0.242821,-0.573714,-0.217294,1.088588,1.063283,-1.03897,-2.451629,-0.417283,-0.951987,-0.487516,-0.682669,0.20709,-1.001456,0.280062,-0.404833,22.78,0
143900.77,0.899808,0.515272,1.01223,0.849911,0.058006,-0.232814,1.29333,0.981103,2.236223,1.031682,-0.177017,0.703964,0.365886,-1.533364,0.021678,-1.278605,0.583811,-0.61682,-2.312688,1.278661,-2.39345,0.040875,-1.641661,0.758915,-1.750991,-0.270158,-0.789959,1.170844,69.79,0
108531.1,1.593448,0.668152,0.321932,-0.42525,0.163133,-0.850402,0.347291,0.29622,-0.257346,0.220339,0.1679,0.861796,0.479784,-2.006078,0.412724,1.030087,-1.410899,0.731099,-0.760148,-0.922891,-0.431634,1.84913,0.526684,1.547491,0.796439,0.225796,1.325153,-0.575226,35.84,0
100606.84,0.009534,0.837272,1.070375,-0.696946,0.398846,-0.428446,-1.076978,0.392606,2.860241,-1.523314,1.427868,0.32652,-0.26923,-0.088409,0.567298,0.278957,-0.196547,-0.824826,-0.515982,-0.034529,-0.917407,-0.749836,1.27489,0.590615,-1.07788,-0.461887,0.781588,-0.694872,24.24,0
148044.81,-0.365713,-1.04937,0.787006,-0.754059,-0.548916,-0.341838,0.408085,0.238519,1.609909,1.021806,0.0596,1.36203,1.107427,-0.44225,0.988974,2.631064,-0.316441,-0.060695,-2.585615,0.306075,0.87031,0.247204,0.540327,1.038055,-0.849568,-0.951272,0.696884,0.441771,10.99,0
67639.37,-0.383187,1.289262,-1.017451,-0.592169,0.333582,1.762121,0.811867,-1.078187,0.377065,3.290465,1.30993,0.495573,-0.204487,-1.442222,-0.153354,1.60313,1.16207,-1.380643,-1.376386,-0.859418,0.519842,0.093986,-0.330808,-0.851187,-1.9288,0.076705,-0.433965,0.504497,155.59,0
167608.08,-0.031194,-0.177096,1.489923,1.307994,1.772657,-1.293079,1.487384,-1.197226,-0.997292,0.387259,0.199638,1.448751,1.227835,-0.318573,0.195876,-0.093194,-1.076081,0.326822,1.365854,0.472481,-1.477469,0.058291,0.499642,1.900073,-0.353416,0.810624,-1.076254,-1.173411,119.29,0
81166.98,1.427251,-0.838852,0.405938,0.16571,3.187212,-0.3241,2.138875,0.385143,-0.57928,2.411476,-1.243105,-0.217855,0.884325,-0.422292,-0.060489,2.352221,-0.873419,0.160891,-0.343458,-0.394503,-1.065223,2.899267,0.594488,-0.222823,-0.366268,-1.019348,-1.020406,1.225756,18.18,0
64877.56,0.479795,-0.248637,-0.850626,-0.838292,1.109045,-0.102426,1.168575,0.701897,0.395838,-0.80513,0.91064,-1.375713,-1.066356,-0.858651,2.557465,0.888771,2.065065,-0.568699,-1.038543,0.50175,0.800747,-1.330452,-0.596493,0.739755,0.512246,2.349213,0.090622,1.187465,35.32,0
91386.03,0.611813,-0.054061,-1.902217,0.495769,-1.614201,-0.257401,-0.263956,-0.114781,0.834953,0.992423,0.136355,0.556982,-0.683056,-0.266063,-0.981137,0.261184,1.012682,1.446478,1.194674,0.921106,-1.112217,2.041288,0.527685,0.95627,0.347886,-1.336559,1.158294,-1.136663,14.31,0
154516.83,-1.562541,1.052137,0.424293,0.666323,-0.304554,-0.276403,0.556665,-0.210586,-0.547532,1.624463,-0.339064,0.784267,-0.512787,-0.29555,0.331519,-0.132745,0.081521,-1.07972,-2.498421,0.217425,0.617688,-1.308577,-0.960314,0.31083,0.427485,0.306904,-0.331541,-0.270338,9.76,0
155989.12,0.292277,-0.274737,-0.319892,-1.24364,1.665788,0.760376,0.650152,-1.042722,1.066481,1.114551,2.102428,-1.21057,0.820313,-0.246577,-0.130689,0.762902,-0.403841,1.13877,0.371203,-0.641356,0.358056,-0.497776,-0.496226,-0.63368,-0.221242,-0.984533,1.558374,0.64525,0.79,0
54907.03,0.456477,0.267698,1.046542,-0.26492,0.286372,-1.464389,-1.799843,-1.054967,1.396855,0.222493,-0.180942,-0.577638,-1.190983,-1.623381,1.112155,-0.137074,0.927309,-1.200402,0.587603,-0.026035,0.841569,2.720361,-1.181567,-1.058287,0.58084,-1.794592,0.16391,-1.090049,100.39,0
38199.96,0.918194,-1.514606,0.063373,-0.110774,1.188866,-2.640184,0.139631,-1.237024,1.513128,-0.061431,-0.291565,0.543573,-0.04396,-0.731935,-0.396206,0.358415,0.505149,0.949432,0.47056,0.053519,0.638759,0.64706,-0.529792,-2.207581,-0.476252,1.518534,1.211399,0.695527,34.09,0
147579.74,1.91514,-0.882697,-0.688074,-0.512353,1.244482,0.368006,0.11588,-0.050366,2.178348,-1.273004,0.68857,0.194528,-0.675251,-2.538732,-0.973561,-1.250953,-0.322866,-0.867788,1.284447,-1.016192,0.745672,-0.468246,0.570336,-0.617035,-0.521219,0.688156,-0.919451,0.085959,109.45,0
58983.38,-0.268725,-0.196609,2.504389,-0.733195,0.56147,0.758346,-1.45915,-0.470283,-0.326863,-0.481164,1.272141,0.818205,-0.580571,-0.173958,-1.196611,-0.840063,-0.896074,0.273265,1.243151,-0.430974,1.042898,-0.237761,-1.392245,-0.739519,0.516939,0.412735,-0.277911,-0.807813,87.64,0
1340.77,0.071132,2.371041,1.056253,0.757328,-1.355381,1.42208,-0.383966,-2.371325,-0.795596,1.163553,1.70285,0.421901,1.616444,0.684347,-0.191413,-0.102835,-0.546382,0.384576,0.257356,-0.927529,1.205117,-0.915838,0.313229,1.390861,0.639002,0.594169,0.866517,0.350337,11.76,0
87477.83,0.214994,-1.544814,0.844301,2.845404,1.657139,1.292031,0.585509,-1.618254,-2.929726,-0.178197,-0.681048,1.729416,0.313141,-0.941813,0.822924,-0.09138,0.059238,1.270987,0.468679,0.834302,-1.330653,-0.348063,-1.391153,-1.184843,0.066262,1.474305,1.166874,-0.671126,21.91,0
162544.89,-0.163129,0.084756,-0.749129,0.799246,-0.910537,1.775242,0.468871,-1.31262,0.576154,-0.030038,-1.562694,-0.530681,0.717902,0.31371,-0.081921,-0.12804,-0.731253,-0.123894,0.564477,-0.383884,0.85006,-0.934614,0.200667,0.272516,1.082843,0.575118,-0.858784,0.953451,7.77,0
166739.36,0.538163,0.560928,1.219526,-1.598208,-1.125969,-0.82607,-0.749915,-2.099801,-1.588099,-0.557543,-0.616558,-1.147225,-0.984286,0.800962,0.783913,-1.332016,0.283184,-0.586012,-2.811846,-1.458762,-0.140092,-0.929529,-0.235297,-0.099094,0.029327,-0.345529,1.348017,0.318292,68.11,0
18597.7,-1.903381,1.490222,-0.713882,1.713565,-1.224153,1.810652,1.643119,-0.555209,1.115064,1.044916,0.91777,-0.493778,1.216089,-0.6519,2.061553,2.441981,-0.106758,-0.485749,0.113171,-1.014829,0.585141,1.021828,-0.790101,-0.023741,-0.192792,-0.979253,-0.547873,0.664062,117.08,0
47014.65,-0.616017,-0.3423,-2.260951,-0.391423,-0.288282,0.209835,-0.287809,-0.47889,-0.821104,0.475143,-0.550348,0.498246,0.532152,-0.6706,-0.204478,1.529082,-1.029437,-0.563407,-0.003205,0.802647,-0.646188,0.717774,-0.49411,0.222815,-1.778052,0.089979,-0.425906,0.272943,10.27,0
34128.24,-1.455905,-0.655915,-0.722608,0.081825,-0.140432,-0.936543,1.041326,0.151606,1.31941,0.206786,0.095473,-0.507707,0.901392,-0.012488,0.603439,1.7546,-0.800903,0.56563,0.819127,0.375501,-0.551947,-0.591347,-0.427658,-0.420707,-0.675278,-0.141538,-0.954642,0.47097,2.61,0
126030.38,-1.091296,0.014628,-0.177845,0.707718,0.016797,-0.81168,1.484609,-0.779771,-0.179527,0.591985,-1.63702,-0.557251,-0.345934,0.819162,2.002182,0.915408,1.430949,0.371676,1.252107,-2.054419,1.505299,0.639198,1.06466,-0.639419,-0.598318,1.242661,0.120503,-0.243657,108.48,0
43814.91,0.102883,1.897406,-0.497574,1.135286,-1.418465,-1.470116,1.372997,2.082571,-0.848225,-0.572834,-0.322975,0.175406,0.99233,-1.035577,-1.848898,0.886035,-0.344366,-0.794972,0.064517,-1.422106,0.298667,0.851879,1.390918,1.709825,-1.434697,-0.376207,-0.55788,-0.378408,104.9,0
35982.3,-2.625351,-0.213148,1.560296,1.633752,-1.122501,-0.102437,0.664639,-1.986749,-0.608756,-0.450074,-0.852575,0.366768,-0.751349,0.823239,-0.785548,0.100446,0.875542,0.026179,-1.063309,-0.967348,2.016162,-0.071845,-0.210543,1.54488,-0.096088,-0.400645,0.253299,-1.271658,19.11,0
51051.78,-0.306786,-0.719172,-1.195299,-0.909388,-0.592325,0.95111,-1.661611,-0.062399,1.246036,-2.308015,0.421142,-0.249131,0.149153,-0.234846,1.366151,-0.536601,-0.099371,-0.522922,0.614637,-0.339594,0.381109,0.908325,-0.075484,-1.080926,-2.57631,1.180489,0.552768,-0.994236,21.26,0
98721.21,0.844449,1.719875,-1.577477,0.22981,0.838513,0.360611,-1.288986,-0.403547,-2.082782,0.004849,-0.842227,-1.075774,1.335598,2.713695,0.764303,-2.000313,-1.235032,-0.009548,0.275397,0.247079,-2.33692,0.643115,-0.762496,-0.443879,1.310463,-1.456252,1.016663,2.717818,27.14,0
94148.9,-0.495139,-0.256591,0.516123,1.049104,-0.45151,0.267124,0.175026,1.142105,0.799419,-1.341447,-0.065249,-1.035925,-0.255048,0.960525,-0.297368,-0.864929,0.277985,-1.385633,-2.570395,1.373776,-0.049352,-0.946813,-0.488261,1.909267,1.030377,0.325831,-1.975193,-0.946255,19.0,0
1920.15,-0.929404,0.854874,-0.020032,-1.17398,-0.809055,2.377946,-0.421039,-8.3e-05,-0.081634,0.450576,1.759179,-0.570541,1.24414,1.631081,0.382356,-0.165445,-1.101638,3.64096,0.268654,0.504405,0.104172,0.189127,-1.262302,-0.393109,-0.611728,-0.19177,0.720939,-0.170782,25.93,0
30957.66,-1.475024,1.059153,-1.070293,-0.56906,0.065512,0.245872,-2.19283,1.181649,-0.666738,-0.085095,-1.312904,0.615846,0.021094,0.566613,-0.110113,-0.787212,-0.296745,0.655436,1.062099,0.258652,0.647526,-0.703405,0.332149,-0.312328,-1.286311,-1.013895,0.283878,0.652021,20.16,0
31314.72,0.645005,0.434973,-0.366567,-0.91824,-1.238802,1.682331,0.574302,-1.687336,0.125343,-0.264318,-0.975139,0.264637,1.125013,-0.993352,-1.405869,-1.445224,-1.6547,-1.109084,1.174154,-2.137471,-0.360758,0.61029,-1.004338,-1.014925,-2.251106,-1.037916,-0.527913,-2.545233,5.03,0
131491.9,-0.045676,-0.490056,-0.041822,0.177687,-0.506257,-0.798324,2.097575,-0.121413,-0.938535,0.205997,-2.204568,-1.25785,-1.927507,2.413442,-0.814309,0.099368,0.453417,0.373663,-0.606466,-1.600579,0.167835,2.076841,-0.426508,0.140121,-1.003938,-2.237514,0.633173,-0.666612,2.67,0
69099.21,0.471853,-0.578178,0.246129,-0.630198,-1.147496,-1.556522,-1.067387,-0.706328,-0.260888,0.193726,0.648883,0.688422,-0.531221,-0.139659,-0.308826,-0.187892,-0.405887,1.923521,1.342798,-1.880248,-0.874794,-0.357562,2.242596,0.107726,-0.378296,0.220514,-1.934269,-0.026254,31.49,0
51223.11,-1.705646,0.420359,1.946412,-0.336716,-0.616642,-0.131628,0.229076,-0.275444,0.81316,-0.264249,-1.076449,0.806148,-0.508697,-2.639983,1.081119,-0.114407,-0.960137,0.941535,0.037354,0.223031,-0.486078,-0.686799,0.314896,-1.192878,-0.178483,0.256992,-0.981274,1.86577,86.12,0
93279.35,2.036642,0.695639,-0.514904,-0.051704,2.232744,1.586273,-0.830796,-1.316084,0.507176,0.228631,-1.677908,1.138485,0.917737,0.181563,1.17151,-1.347071,-0.269275,-0.600134,-0.428811,-1.611807,2.341434,0.190525,1.960503,-0.619561,-2.010538,0.749633,-0.746897,-0.07151,5.48,0
118425.23,-0.242125,0.65831,-0.882316,-0.592406,1.474658,-1.173569,0.393544,0.10451,-0.274763,-0.476942,-0.571534,0.359514,-0.589312,0.437891,-0.121974,-0.143831,-0.863809,-0.002619,1.440859,-0.790705,0.076663,0.740577,0.972099,0.037689,0.287941,0.578677,0.524245,-1.531472,11.12,0
105872.75,-1.183908,2.525694,-0.16478,-0.916868,-0.308195,1.901341,0.306329,-0.6075,1.305561,-0.33156,1.344235,1.761496,0.134893,0.955082,1.034162,0.086857,-1.251479,0.490718,0.586427,0.664867,-0.267621,0.454921,2.815626,-1.35416,0.744829,0.307098,-0.075854,-0.503312,5.0,0
14720.24,1.156231,1.455383,-0.98513,-0.024295,0.559412,-0.627806,-0.373033,-1.662214,-0.716366,-0.938399,-0.277658,-0.566981,0.242553,-1.551935,-0.50886,-0.611757,1.622588,-1.223081,-1.229056,-1.123672,-0.611509,0.046458,-0.58718,1.967913,0.626143,1.107239,1.205622,-1.221212,16.21,0
141914.49,0.440636,1.722957,1.084748,1.191603,0.638906,0.696057,0.506195,-0.893037,-1.847668,-0.426925,-0.551268,0.820658,1.323154,0.617788,-1.910902,1.015293,-0.425643,0.574506,-0.31362,0.346409,-0.513271,-0.297655,-1.674254,0.014506,0.101571,-0.186437,-0.64451,1.305241,8.37,0
81920.76,-2.236092,-0.087914,-0.840095,-0.832571,0.476146,0.613248,0.170415,0.629744,1.076844,0.960675,0.027415,0.650468,0.801651,0.932672,-0.503113,-0.374452,-1.251929,-1.338828,-0.586781,-0.176749,0.282974,-0.743793,-0.458971,1.043645,1.960232,1.269785,-0.047574,1.498454,54.42,0
26500.29,-0.697082,2.02283,0.756414,0.223638,1.658198,1.080566,1.248923,1.439606,-1.275016,0.676156,0.722408,-0.502816,-0.246246,-0.795082,0.023007,0.130253,0.526487,-1.04343,0.724128,1.469597,0.972126,1.855014,-1.333228,0.541392,-0.671664,0.02187,-0.137607,-0.650454,12.92,0
155070.15,0.101784,-1.458163,2.179327,0.231204,0.483968,-0.922964,0.769559,1.079693,1.145843,0.976875,-1.549634,-0.479923,0.076686,0.369334,-0.086965,0.093954,-0.772201,-1.225403,-0.310132,0.648624,1.278913,-0.339398,0.134375,0.141799,0.907995,-2.042158,-0.511221,0.805025,47.81,0
78391.11,-0.425512,-1.561759,-0.434902,-0.763134,-1.786738,0.805035,-0.458888,0.278133,-0.573563,0.189139,-1.16119,0.073474,-0.476828,0.09812,0.634425,-0.371463,-0.234421,0.260613,-0.218237,0.423239,1.167953,0.532551,1.247812,-0.49895,-1.622864,-0.505935,1.274886,0.712478,4.86,0
128360.45,-1.531923,-1.74046,0.203713,-0.117439,0.670417,1.331573,0.560875,1.259699,-1.175372,1.080367,-0.94226,-0.778009,-1.461155,-0.273353,0.91977,0.61608,0.505024,-0.598851,0.706021,-0.361954,-0.834416,0.342011,-1.157971,-0.621336,0.366261,-0.936534,-0.168435,-1.146553,22.98,0
120692.3,1.004623,-1.422529,-0.439476,0.452246,-1.494564,-0.276145,-0.624001,0.584928,-0.249761,-0.986714,2.142156,1.897149,-2.044817,-0.008932,0.221847,0.942771,-0.115917,0.819161,-0.994239,0.844647,0.735555,0.414465,0.167528,1.006292,0.112933,0.36388,-0.157279,-0.479912,92.2,0
